age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
18,Private,194063,Bachelors,13,Never-married,Other-service,Unmarried,White,Female,26,-1,30,United-States,0
21,Private,190519,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,8,1,40,United-States,0
35,Private,134679,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-4,0,40,United-States,1
61,Private,271028,9th,6,Divorced,Prof-specialty,Not-in-family,White,Female,40,-1,40,England,0
34,State-gov,282008,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Male,29,0,40,United-States,0
29,Private,196353,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,11,0,24,United-States,0
28,Private,159497,Assoc-voc,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,3519,0,40,United-States,0
57,?,204346,HS-grad,9,Never-married,?,Not-in-family,White,Female,-15,1790,40,United-States,0
52,Private,324797,Some-college,3,Married-civ-spouse,Craft-repair,Unmarried,White,Male,42,1,40,Cambodia,0
46,Private,327245,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,11,1,40,United-States,1
33,Private,140414,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,-16,0,45,United-States,0
20,Private,302560,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,42,0,44,United-States,0
31,Private,187615,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,-10,0,40,United-States,0
20,Private,252935,11th,7,Never-married,Tech-support,Own-child,White,Female,7,1,30,United-States,0
30,Private,199850,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,17,0,59,United-States,0
39,Private,142598,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,25,0,58,United-States,1
27,Self-emp-not-inc,187088,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,33,-1,66,United-States,1
20,Private,202306,Some-college,10,Never-married,Other-service,Own-child,White,Male,19,1,65,United-States,0
55,Private,215278,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,16,0,31,United-States,0
36,Local-gov,363643,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,13,0,40,United-States,0
88,Self-emp-not-inc,284358,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,9,-1,31,United-States,0
70,Private,263181,7th-8th,3,Separated,Other-service,Not-in-family,White,Male,18,0,40,Yugoslavia,0
36,Private,86787,Assoc-acdm,5,Never-married,Prof-specialty,Not-in-family,White,Female,23,0,40,United-States,0
27,?,185884,Bachelors,13,Never-married,?,Not-in-family,Black,Female,24,0,40,?,0
30,Private,193174,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,24,0,40,Cuba,0
38,Private,182842,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,-2,-1,30,United-States,0
73,Self-emp-not-inc,248013,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15122,0,50,United-States,1
34,Self-emp-inc,161613,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5,-1,35,United-States,0
56,Local-gov,227379,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,0,62,United-States,0
54,Private,130090,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,1887,40,United-States,0
52,Private,215408,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,40,United-States,0
45,State-gov,208420,Some-college,10,Never-married,Sales,Not-in-family,White,Female,22,0,40,United-States,0
25,Private,247601,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Wife,White,Female,-3,1,40,Japan,0
16,?,79857,Some-college,10,Never-married,?,Own-child,White,Male,17,0,9,United-States,0
34,Private,203290,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-5,0,71,United-States,0
53,Private,128200,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,22,0,40,Mexico,0
18,Private,99243,11th,7,Never-married,Other-service,Own-child,White,Male,35,-1,7,United-States,0
29,?,285936,HS-grad,9,Married-AF-spouse,?,Wife,White,Female,8,0,11,United-States,0
30,Private,241189,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,-26,0,57,United-States,0
52,?,168985,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,1,-1,21,China,0
37,Private,231191,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,40,Cambodia,1
19,?,221873,Some-college,10,Never-married,?,Not-in-family,White,Male,14,1,13,United-States,0
52,Private,281187,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,8,0,40,United-States,1
60,?,224599,Some-college,10,Married-AF-spouse,?,Wife,White,Female,12,1781,17,Poland,0
45,Private,177113,Some-college,10,Separated,Farming-fishing,Unmarried,White,Male,-1,1,49,United-States,0
56,Local-gov,148167,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,32,1,40,United-States,1
41,Private,120667,HS-grad,9,Divorced,Sales,Unmarried,White,Male,18,1,40,United-States,0
14,Private,334338,11th,7,Never-married,Other-service,Own-child,White,Male,38,1,31,United-States,0
47,Private,232273,9th,4,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,-11,0,40,South,0
50,Private,38370,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,19,0,61,United-States,0
58,?,239015,Some-college,10,Married-AF-spouse,?,Wife,White,Female,25,0,40,United-States,0
50,Private,181235,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,3821,1846,40,Puerto-Rico,0
50,Private,197963,10th,4,Widowed,Other-service,Unmarried,Black,Female,29,0,40,Outlying-US(Guam-USVI-etc),0
19,Local-gov,210516,11th,7,Never-married,Sales,Own-child,White,Female,21,-1,20,United-States,0
45,Self-emp-not-inc,313205,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,29,0,55,United-States,1
41,Self-emp-inc,128371,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,42,0,76,United-States,1
51,Private,252246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,-31,-1,56,Mexico,0
19,Private,191521,10th,6,Never-married,Prof-specialty,Not-in-family,White,Female,31,0,22,United-States,0
27,Private,239672,Some-college,10,Never-married,Other-service,Own-child,White,Male,19,0,40,United-States,0
26,Private,279364,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,4197,0,40,United-States,0
40,State-gov,191686,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,3114,1,36,Cuba,0
30,State-gov,212783,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,-3,1,40,China,1
31,Private,248719,7th-8th,2,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Female,30,0,40,El-Salvador,0
32,Private,145466,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,-7,0,35,Puerto-Rico,0
56,Private,214620,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,-5,-1,49,United-States,0
70,?,317560,HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Male,12,-1,10,United-States,0
58,Private,197414,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,9,0,40,Mexico,0
20,Self-emp-not-inc,204816,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,0,57,United-States,0
17,Private,192875,Some-college,10,Never-married,Sales,Own-child,White,Female,1,0,13,United-States,0
31,Private,286691,11th,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,-8,1,59,South,0
30,Private,280312,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,2,0,40,Germany,0
58,Private,189135,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,12,0,40,United-States,0
21,Private,194842,Prof-school,15,Never-married,Other-service,Own-child,Black,Female,16,0,24,United-States,0
36,Private,156065,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,21,0,31,United-States,0
20,Local-gov,199641,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,11,1,40,United-States,0
27,Private,229942,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,17,0,40,United-States,0
34,Private,199397,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,0,40,Germany,1
57,Private,140430,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-2,-1,40,United-States,0
27,Never-worked,237679,10th,6,Never-married,?,Own-child,White,Female,36,0,40,Poland,0
28,Private,195224,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,8,0,40,Japan,0
29,Private,207313,Preschool,9,Never-married,Craft-repair,Not-in-family,Black,Female,-2,0,40,Guatemala,0
48,?,122227,7th-8th,6,Widowed,?,Not-in-family,White,Male,16,0,40,United-States,0
52,Private,248708,HS-grad,4,Separated,Transport-moving,Husband,White,Male,21,0,71,United-States,0
40,Private,213302,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,-4,0,40,?,0
35,Private,191236,HS-grad,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,23,0,40,England,0
53,Private,202270,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,14,0,40,United-States,0
27,Local-gov,141814,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,11,0,50,United-States,0
68,Private,218070,HS-grad,9,Widowed,?,Not-in-family,White,Female,-11,0,29,United-States,0
48,Private,189613,10th,3,Widowed,Machine-op-inspct,Not-in-family,White,Female,5,0,40,United-States,0
30,Private,116927,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-7,1862,55,United-States,0
50,Private,214381,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7781,0,50,United-States,1
32,State-gov,114662,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,29,1,40,United-States,0
18,Private,251929,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,0,-1,19,Poland,0
26,Private,191530,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,8,1,44,Japan,0
64,Private,196246,10th,6,Married-civ-spouse,Transport-moving,Own-child,White,Male,19,0,40,United-States,0
30,State-gov,237206,Bachelors,13,Never-married,Other-service,Own-child,White,Male,-2,0,40,United-States,0
43,Private,152427,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,19,0,40,United-States,0
20,Private,387786,Assoc-acdm,13,Widowed,Tech-support,Not-in-family,White,Female,15,1811,40,United-States,0
52,Private,230225,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,19,0,35,United-States,0
50,Private,185429,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3816,0,40,United-States,0
26,Private,122273,10th,5,Never-married,Tech-support,Not-in-family,White,Female,20,0,40,United-States,0
25,Private,358191,11th,10,Never-married,Machine-op-inspct,Other-relative,Black,Male,19,-1,21,Trinadad&Tobago,0
22,State-gov,108869,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,24,0,40,United-States,0
82,Private,241758,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,16,-1,40,Iran,0
29,Private,325807,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,12,-1,40,United-States,0
27,Federal-gov,292877,Some-college,10,Never-married,Tech-support,Own-child,White,Female,3,0,40,United-States,0
56,Private,133995,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,0,40,United-States,0
26,Private,148598,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,30,0,37,United-States,0
19,Private,171020,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,24,0,20,United-States,0
58,Self-emp-not-inc,202221,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,1,74,?,0
74,Without-pay,92240,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,18,0,57,United-States,1
27,Private,255365,Bachelors,13,Never-married,Sales,Wife,White,Female,-16,1801,40,Puerto-Rico,0
59,Private,212179,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,17,0,44,United-States,0
35,Private,22393,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,34,0,59,United-States,0
52,?,207131,11th,6,Married-civ-spouse,?,Husband,White,Male,3076,0,22,United-States,0
33,Self-emp-not-inc,155066,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,28,-1,65,?,0
40,Private,187908,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,4505,0,40,Iran,1
56,?,306617,Some-college,10,Separated,?,Unmarried,Black,Female,39,0,40,United-States,0
23,?,310737,HS-grad,9,Never-married,?,Own-child,Black,Female,-2,1,23,United-States,0
34,Private,227002,11th,10,Never-married,Other-service,Not-in-family,White,Female,23,0,40,United-States,0
41,Private,285551,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,18,0,40,United-States,0
47,Private,146914,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,11,0,40,Nicaragua,1
31,Private,79649,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,-14,0,21,United-States,0
26,Private,193244,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,4,0,40,United-States,0
53,Private,135380,Masters,4,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,3,0,40,Haiti,0
47,Private,166539,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,15,-1,40,United-States,0
51,?,251642,Bachelors,13,Married-civ-spouse,?,Wife,White,Male,13,0,40,United-States,0
44,Self-emp-not-inc,197565,Some-college,13,Married-civ-spouse,Sales,Husband,White,Male,7787,0,50,United-States,1
54,Private,271790,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,-9,0,50,Laos,1
58,Local-gov,139339,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,17,1760,40,United-States,0
56,Self-emp-inc,193299,10th,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,27,1,50,United-States,1
39,Private,83959,10th,6,Divorced,Other-service,Not-in-family,Black,Male,38,0,40,United-States,0
51,Private,83901,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,1,56,United-States,1
18,Private,111355,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,-10,0,50,United-States,0
41,Private,203667,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,-11,0,40,United-States,0
52,Private,252290,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,-15,0,40,Philippines,0
61,Private,182541,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,Mexico,0
50,Local-gov,192921,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,-4,0,30,United-States,0
28,Federal-gov,183033,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,24,0,57,Philippines,0
23,State-gov,109191,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,3,1,64,United-States,0
38,Private,78889,Some-college,10,Divorced,Other-service,Unmarried,White,Female,4033,1871,40,India,0
59,Private,130616,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0,50,United-States,1
28,Private,278754,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,16,1,59,United-States,0
36,Private,316280,HS-grad,10,Married-civ-spouse,Tech-support,Husband,White,Male,-17,1,40,Hong,0
32,Private,328633,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,23,0,50,United-States,0
46,Private,229435,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,0,40,United-States,0
17,Private,93875,11th,7,Never-married,Other-service,Own-child,White,Female,24,-1,11,United-States,0
33,Private,404756,Some-college,10,Married-civ-spouse,Tech-support,Wife,Black,Female,7,1,40,Japan,0
21,Private,269932,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,-1,0,45,United-States,0
72,Local-gov,96328,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,10,0,40,United-States,0
48,Self-emp-not-inc,158487,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,4256,0,58,United-States,0
60,Local-gov,289795,10th,5,Divorced,Protective-serv,Not-in-family,Black,Male,18,0,40,?,0
45,Private,230659,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,27,0,44,Greece,1
25,Private,196106,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,17,1,69,United-States,0
51,Private,147149,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,23,0,44,United-States,0
45,Private,209914,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,0,44,United-States,1
39,Self-emp-not-inc,191136,Masters,4,Divorced,Prof-specialty,Not-in-family,White,Male,3,0,50,United-States,0
34,Private,186202,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,26,0,68,United-States,0
30,Private,271364,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
35,Local-gov,284609,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,15,0,40,United-States,0
17,Private,111858,11th,7,Never-married,Sales,Own-child,White,Male,26,0,40,United-States,0
46,Private,195040,9th,7,Separated,Adm-clerical,Unmarried,White,Female,-17,0,49,United-States,0
41,Private,154038,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,-1,0,40,United-States,0
42,Private,133987,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,5,0,57,Philippines,0
19,Private,455135,Doctorate,6,Never-married,Other-service,Own-child,White,Male,28,0,30,United-States,0
33,Private,252598,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-8,1,67,United-States,0
34,Self-emp-not-inc,308994,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,42,0,80,Taiwan,0
27,Local-gov,225284,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,28,0,37,United-States,0
26,Private,188562,11th,5,Never-married,Other-service,Not-in-family,White,Female,31,0,50,United-States,0
48,Private,284465,Some-college,5,Married-civ-spouse,Tech-support,Wife,Other,Female,10,0,40,India,0
33,Private,221265,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Male,-5,0,40,United-States,0
54,Private,196283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,8134,0,57,United-States,1
35,State-gov,173252,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,20,0,40,Japan,0
47,Private,230669,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,21,0,40,United-States,0
26,Private,257728,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,5,0,40,United-States,0
54,?,337143,10th,6,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,8,0,18,Poland,0
36,Private,180581,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,32,0,40,United-States,0
